Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Child-Issue),Outward issue link (Cloners),Outward issue link (Defect),Outward issue link (Dependent),Outward issue link (Dependent),Outward issue link (Gantt: finish-start),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Acceptance Criteria),Custom field (Actor Name),Custom field (Actor Type),Custom field (Approval Category),Custom field (Are business resources available?),Custom field (Asset Status),Custom field (Assets Link),Custom field (BP Year),Custom field (BUIT Lead),Custom field (Business Impact Description),Custom field (Business Value),Custom field (CAR Name),Custom field (CMDB Application ID),Custom field (CO),Custom field (CR),Custom field (Country),Custom field (DARM ID),Custom field (Defect Analysis and Resolution),Custom field (Developer),Custom field (Doc ID),Custom field (Does this impact multiple regions?),Custom field (Environment Affected),Custom field (Environment Information),Custom field (Epic Link),Custom field (Estimated Asset Date),Custom field (Final Asset Delivered Date),Custom field (Final Estimated Cost (USD)),Custom field (Final Estimated Delivery Date),Custom field (Final Estimated Hours),Custom field (Flagged),Custom field (Franchise + Brand),Custom field (Funding Type),Custom field (GDDM Routing Check),Custom field (Governance Body),Custom field (Governance Contact),Custom field (Hosting Provider),Custom field (ICA),Custom field (Initial Estimated Cost (USD)),Custom field (Initial Estimated Delivery Date),Custom field (Initial Estimated Hours),Custom field (Instantis ID),Custom field (Is Campaign Related?),Custom field (Is budget available?),Custom field (Is this request in-line with the business strategy?),Custom field (Is this request in-line with the product strategy?),Custom field (Issue Resolution),Custom field (Latest Summary),Custom field (Link to Feature),Custom field (Migration Information),Custom field (Moscow),Custom field (New URL),Custom field (Number of Languages),Custom field (Number of Pages),Custom field (Number of Templates),Custom field (Owner),Custom field (PEL),Custom field (PMx Project Name),Custom field (Pharma EMEA Functional Area),Custom field (Pharma EMEA Service Change Type),Custom field (Pharma EMEA Submit for backlog refinement),Custom field (Pharma EMEA Test Strategy),Custom field (Product),Custom field (Product Line),Custom field (Proposed Action & Platform),Custom field (Rank),Custom field (Reason),Custom field (Region + Country/Market),Custom field (Requested Go Live),Custom field (Requestor),Custom field (Requirement ID),Custom field (Requirement Status),Custom field (Requirement Type),Custom field (Root Cause),Custom field (SAP Transport),Custom field (SOW/Vendor Ref),Custom field (Scope),"Custom field (Sector, Franchise & Brand)","Custom field (Sector, Product Line, Product & Approach)",Custom field (Service Specialist),Custom field (Severity),Sprint,Sprint,Custom field (Stage of Risk Identification),Custom field (Stage of Risk Impact),Custom field (Story Points),Custom field (Summarized Estimate),Custom field (System Test ID),Custom field (TP ID),Custom field (Target Resolution Date),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Technical Design URL),Custom field (Technical Risk),Custom field (Technical Risk Comment),Custom field (Tester),Custom field (Tier),Custom field (Traceable to business process),Custom field (UAT Test ID),Custom field (URL),Custom field (Unit Testable),Custom field (Upcoming Brand Activities),Custom field (Visualization),Custom field (Web Hosting Env),Custom field (Web Hosting Subs),Custom field (Work Type),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Compensation Summary - Start and End Date,AAKO-5050,981695,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,BSobczy2,PEdla,16/Jan/18 4:45 PM,17/Jul/18 12:15 PM,17/Jul/18 3:54 PM,,Spine,,Spine,,Lannister,,0,COULD,FirstBU,,,,,,"As a compensation Analyst i need to see the period (start and end) the earning for the component is calculated for the processing month



 ",,BSobczy2,jmadhu,PEdla,,,,,,,,,,,,,,,,,,,,,,,25/Jun/18 10:58 AM;jmadhu;AAKO-5050 FINAL Refinement v1.0.pptx;https://jira.jnj.com/secure/attachment/633085/AAKO-5050+FINAL+Refinement+v1.0.pptx,15/Jun/18 7:25 AM;BSobczy2;Sceneries .xlsx;https://jira.jnj.com/secure/attachment/623331/Sceneries+.xlsx,13/Jun/18 6:32 AM;jmadhu;Spike 1 PPT v1.1.pptx;https://jira.jnj.com/secure/attachment/619965/Spike+1+PPT+v1.1.pptx,13/Jun/18 6:32 AM;jmadhu;comp summary lvl 2 V1.1.xlsx;https://jira.jnj.com/secure/attachment/619966/comp+summary+lvl+2+V1.1.xlsx,,,,,,,,"UPDATE 6/12 - Approach #2 - Align to Dates on WWId Summary per WWID-Plan-Component-Terr-Metric Period-Crediting Type; Refer to attached documents; 

Divide the ~ 40 metric types
*{color:#14892c}Start Date {color}*- Dependent on Crediting Eligibility Logic, Metric period, and fiscal month combination
*{color:#14892c}For End Date{color}*: Dependent on Crediting Eligibility Logic, Metric period, and fiscal month combination plus an additional consideration is Plan Assignment Dates.  
6/15
*display on the Compensation Summary 
6/28
*Scenarios:*
MTD Metric period (commissions)
1)	Start mid-month (January 20)
2)	Enrings for whole month (Whole February)
3)	End in mid-month (March 10)

QTD Metric period
1)	Start mid-month, Enrings for whole month, End in mid-month
Example: Start January 20 and End March 10

HTD Metric period
1)	Start in mid-semester and End mid-semester 
Example: Start January and End July

YTD Metric period
1)	Start in mid-year and End mid-year
Example: Start February and End July

For the Snapshots see file attached 

",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-4902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hxi224:i,,,,,,,,,,,,,,,,AAKO-Lannister - C4,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13/Jun/18 6:32 AM;jmadhu;1. Selected Approach 2 – As per Eligibility (proration)

2. Blank – other metrics with NO Crediting Logic – dates from WWID Summary * Bozena to check with other BU’s and update.","14/Jun/18 11:23 AM;BSobczy2;for #2 There will be no blank, we will use Eligibility as for the other components [~jmadhu]  ",25/Jun/18 11:00 AM;jmadhu;I have attached the final requirement for AAKO 5050. +*AAKO-FINAL Refinement V1.0*+,,,,,,,,,,,
Common Mechanics-Aggregate YTD Total Earnings @ wwid,AAKO-5043,981688,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,BSobczy2,PEdla,PEdla,16/Jan/18 4:45 PM,27/Feb/18 10:18 AM,17/Jul/18 3:54 PM,27/Feb/18 10:18 AM,Spine,,Spine,,Lannister,,0,FirstBU,,,,,,,"As a Configuration Analyst, I need the system to aggregate the YTD total Earnings @ wwid for all components net = yes so - it is needed for the calculation of the Guarantee offset.  ",,PEdla,,,,,,,,0,,,54000,0,54000,,,,,,,,,,,,15/Feb/18 2:01 PM;BSobczy2;YTD Total Earning for Guarantee_2018_02_15.xlsx;https://jira.jnj.com/secure/attachment/322010/YTD+Total+Earning+for+Guarantee_2018_02_15.xlsx,,,,,,,,,,,"Summ all monthly earnings @ wwid, for Net=yes
-Aggregate YTD earnings - calculation need to support below  
   - Metric Period MTD, QTD, HTD, YTD
   - Calculation Period: MTD1 to 12, QTD 1 to 4, HTD1 and 2
   - Payment Frequency: Monthly, Quarterly, Semi-Annual, Annual

",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-4903,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht2xav:,,,,,,,,,,,,,,,,AAKO - Lannister - Acadia.2,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distributor Offices Need a Portal View,AAKO-5042,982223,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,choffm12,choffm12,16/Jan/18 4:45 PM,18/Apr/18 4:10 PM,17/Jul/18 3:54 PM,,Recon - Distributer,,Recon - Distributer,,Stark,,0,Joint_Recon_Distributor,,,,,,,"As a distributor I want to be able to access the portal.  

Should include intradistributor realignment tool - CONFIRM WHAT EXISTING TOOL/REPORT TO LEVERAGE IN ORDER TO ENSURE THIS FUNCTIONALITY IS AVAILABLE",,choffm12,szlockie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAKO-3983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht0j2n:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/Apr/18 4:09 PM;szlockie;Note that this is for Recon distributors only. Consensus (per 4/18 PO Backlog Meetin) is that the Mitek distributor views will be provided just like the direct rep views (either the SC or Mgr view).....but Cade will need to capture in his team's access mgmt story,,,,,,,,,,,,,
Upload & Display Plan and Policy Document Section on FSO Portal,AAKO-5041,982222,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,LLaGuerr,choffm12,choffm12,16/Jan/18 4:44 PM,24/Apr/18 8:58 AM,17/Jul/18 3:54 PM,24/Apr/18 8:58 AM,Spine,,Spine,,Stark,,0,DPS,FirstBU,,,,,,"As an analyst, I want to be able to upload documents to the Plan & Policy doc section and ensure that the correct FSO visibility is reflected on the external portal side.",,choffm12,szlockie,,,,,,,0,,,14400,0,14400,,,,,,,,,,,,,,,,,,,,,,,"As an analyst, I want to be able to upload documents to the Plan & Policy doc section and ensure that the correct FSO visibility is reflected on the external portal side.",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3983,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht2w3j:,,,,,,,,,,,,,,,,Stark - Bandhavgarh.1,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/Mar/18 9:32 AM;szlockie;Do these all need to be seperate stories? Below sections are what need to be displayed on the FSO portal, with the ability to view documents as uploaded by the analysts: 

FSO Forms
Comp Calculator
Contests & Rankings
My Plan/Policy Documents
Communication Documents
Payout Calendars
Help


",,,,,,,,,,,,,
Participant Plan Summary Report - Manager,AAKO-5038,982218,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,szlockie,choffm12,choffm12,16/Jan/18 4:37 PM,29/Mar/18 9:39 AM,17/Jul/18 3:54 PM,29/Mar/18 9:39 AM,Spine,,Spine,,Stark,,0,DPS,FirstBU,,,,,,"As a manager I want to see how my subordinate's participant crediting parameters are setup in the system.

Should be a version of the WWID Summary which shows overrides, exceptions and BU specific details of each of my plan parameters.

Should show current and historical components.",,choffm12,,,,,,,,0,,,21600,0,18000,,,,AAKO-5037,,,,,,,,09/Mar/18 10:08 AM;szlockie;WWID To Component Summary_Example export.xlsx;https://jira.jnj.com/secure/attachment/525512/WWID+To+Component+Summary_Example+export.xlsx,,,,,,,,,,,"As a plan participant  I want to see how my participant crediting parameters are setup in the system.

Should be a version of the WWID Summary which shows overrides, exceptions and BU specific details of each of my plan parameters.

Region Id(+1 level) and Area ID(+2 level): We will need to merge with geography Hierarchy to get the appropriate values for the given level. Join needs to be based on the end date. 


Should show current and historical components.

Add new columns: 
Payout Table column
Aggregate down to the plan-component-position and left merge with comp to wwid summary table to attain payout curve value(if any). Populate the column with value ""Payout Table"". User drills down to payout curve after clicking the ""Payout Table"". 
Exception Rates
Aggregate down to the whatever level(need to confirm) and merge with comp to wwid summary table to attain exception rates value(if any). Populate the column with value ""Exception Rates"". User drills down to payout curve after clicking the ""Exception Rates"". ",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3983,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht0itb:,,,,,,,,,,,,,,,,AAKO - Stark - Acadia.4,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant Plan Summary Report - Rep,AAKO-5037,982217,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,szlockie,choffm12,choffm12,16/Jan/18 4:36 PM,29/Mar/18 9:39 AM,17/Jul/18 3:54 PM,29/Mar/18 9:39 AM,Spine,,Spine,,Stark,,0,DPS,FirstBU,,,,,,"As a plan participant  I want to see how my participant crediting parameters are setup in the system.

Should be a version of the WWID Summary which shows overrides, exceptions and BU specific details of each of my plan parameters.

Should show current and historical components.
",,choffm12,szlockie,,,,,,,0,,,46800,0,43200,,,,,,,,,,,,09/Mar/18 9:26 AM;sabdulla;AAKO-5037 Drill Downs.xlsx;https://jira.jnj.com/secure/attachment/525364/AAKO-5037+Drill+Downs.xlsx,19/Mar/18 10:24 AM;szlockie;AAKO-5037 Drill Downs_v2.xlsx;https://jira.jnj.com/secure/attachment/533022/AAKO-5037+Drill+Downs_v2.xlsx,19/Mar/18 10:04 AM;szlockie;WWID To Component Summary_Example export_v2.xlsx;https://jira.jnj.com/secure/attachment/533013/WWID+To+Component+Summary_Example+export_v2.xlsx,,,,,,,,,"As a plan participant  I want to see how my participant crediting parameters are setup in the system.

Should be a version of the WWID Summary which shows overrides, exceptions and BU specific details of each of my plan parameters.

Should show current and historical components.

Add new columns: 
Payout Table column
Aggregate down to the plan-component-position and left merge with comp to wwid summary table to attain payout curve value(if any). Populate the column with value ""Payout Table"". User drills down to payout curve after clicking the ""Payout Table"". 
Exception Rates
Aggregate down to the whatever level(need to confirm) and merge with comp to wwid summary table to attain exception rates value(if any). Populate the column with value ""Exception Rates"". User drills down to payout curve after clicking the ""Exception Rates"". ",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3983,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht0it3:,,,,,,,,,,,,,,,,AAKO - Stark - Acadia.4,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/Mar/18 10:29 AM;szlockie;Verify view/functionality if more than one exception rate applies in column BG,22/Mar/18 1:42 PM;szlockie;Verify ability to default the view to filter only on active items/components,,,,,,,,,,,,
Internal and External report: Customers aligned to Participants,AAKO-5036,982216,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,LLaGuerr,szlockie,choffm12,16/Jan/18 4:34 PM,10/Jul/18 11:00 AM,17/Jul/18 3:54 PM,05/Jul/18 3:52 PM,Spine,,Spine,,Stark,,0,Acclarent,CNV,CSS,DPS,Ethicon,SHOULD,,"As both internal analysts and members of the field, I want a report that shows me the customers aligned to me.

* need to merge with participant to geography(Participant Information) and customer to geography(Holds all historical Data).  Join based on unique geo ID


The report should show me:
- Current customers/zip codes/share %'s (as of the day the report is run)
- Historical data - what prior alignment was in the past, e.g. what customers/zip codes/shares were aligned to me two sales periods ago? 

Per Iris and Natalie, should contain even product line level information as this is critical to Mitek/Recon businesses (they will be SMEs for this report). 

This appears to be answered in the DART. Can we leverage this (both DART and Ethicon DART) for a visible report to show all FSOs (not just mgrs)? Would need to pull in participant information (WWID, name, BU).

Per Melinda Bielski & Shelley Townsend: Will also need to include visibility to specialty roles alignment ....examples are ASCs, VBA consultants, TLs",,szlockie,,,,,,,,0,,,57600,0,57600,,,,,,,,,,,,11/Jun/18 9:01 AM;szlockie;Cust-Participant Mockup_06.11.2018.xlsx;https://jira.jnj.com/secure/attachment/616873/Cust-Participant+Mockup_06.11.2018.xlsx,,,,,,,,,,,"Report will have separate views for Sales Consultants / Mgrs. 

Columns/headers illustrated on the attached mock-up

1) Sales Consultant views - both current & historical tabs 
2) Internal analyst views - same as Sales Consultant, but not filtered to a particular user
3) Mgr views WITH Consultant WWIDS - both current and historical
4) Mgr views WITHOUT Consultant WWIDS - both current and historical

NOTE: Mgrs need two views as the WWID version will show significant duplication of records if there's more than one participant aligned to a customer. Mgrs do not know how to filter this out or remove duplicates. Views in #4 will solve by providing data similar to Views in #3 listed above - i.e., the same data, but with no WWID or consultant names included. (May require additional Data Transformation operation in order to eliminate duplication)

Location on FSO Portal: 

+My Information+
Current Roster
*My Customer Alignment* 
-- When a rep clicks on the icon, they're directed to their version of the report
-- When a manager clicks on the icon, they're directed to two blue links titled: ""Cust Alignment - With Rep WWIDs"" and ""Cust Alignment - No Rep WWIDs""


Location on Internal Analyst Portal:

+GEOGRAPHY INFO AND ALIGNMENT+
Customer Master Lists
*-Customer-Participant Alignment (FSO View)* (blue link) 
R/RW accessibility: 
Payouts, BU & Data analysts & mgrs: R/R
Deployment: RW/R
Systems: RW/RW
Finance: no visibility
",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3983,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|hxin7j:,,,,,,,,,,,,,,,,AAKO - Stark - C.1,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/Mar/18 3:10 PM;szlockie;Per 3/1 discussion: show customer & prod line level (recon/Mitek),,,,,,,,,,,,,
RANKING REPORT: DPS RM / AVP Totem Ranking Report,AAKO-5033,982213,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,choffm12,choffm12,16/Jan/18 4:26 PM,18/Apr/18 10:54 AM,17/Jul/18 3:54 PM,,LastBu,,LastBu,,Mormont,,0,DPS,LastBU,,,,,,"DPS ETH and CSS reports

Names should be displayed
Rank and Quota Attainment % displayed
NO SALES NOR QUOTA $ visible

Rankings are within the BU, Plan and Component 
Should be updated monthly
Announcement needs to be added when the rankings are updated

Territory level should be visible only if you are present in the report
Region and Area level should be visible to anyone in the BU
",,choffm12,,,,,,,,,,,,,,,,,AAKO-5025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAKO-3983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hxpipb:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH RM / AVP Totem Ranking Report,AAKO-5032,982211,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,choffm12,choffm12,16/Jan/18 4:26 PM,18/Apr/18 3:45 PM,17/Jul/18 3:54 PM,,ETH,,ETH,,Stark,,0,Ethicon,,,,,,,"DPS ETH and CSS reports

Names should be displayed
Rank and Quota Attainment % displayed
NO SALES NOR QUOTA $ visible

Rankings are within the BU, Plan and Component 
Should be updated monthly
Announcement needs to be added when the rankings are updated

Territory level should be visible only if you are present in the report
Region and Area level should be visible to anyone in the BU
",,choffm12,,,,,,,,,,,,,,,,,AAKO-5029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAKO-3983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht0j7r:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSS RM / AVP Totem Ranking Report,AAKO-5031,982208,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,choffm12,choffm12,16/Jan/18 4:24 PM,18/Apr/18 9:25 AM,17/Jul/18 3:54 PM,,CSS,,CSS,,Stark,,0,CSS,LastBU,,,,,,"DPS ETH and CSS reports

Names should be displayed
Rank and Quota Attainment % displayed
NO SALES NOR QUOTA $ visible

Rankings are within the BU, Plan and Component 
Should be updated monthly
Announcement needs to be added when the rankings are updated

Territory level should be visible only if you are present in the report
Region and Area level should be visible to anyone in the BU
",,choffm12,,,,,,,,,,,,,,,,,AAKO-5030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAKO-3983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht0j7z:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSS Rep Totem Ranking Report,AAKO-5030,982206,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,choffm12,choffm12,16/Jan/18 4:22 PM,18/Apr/18 9:25 AM,17/Jul/18 3:54 PM,,CSS,,CSS,,Stark,,0,CSS,LastBU,,,,,,"DPS ETH and CSS reports

Names should be displayed
Rank and Quota Attainment % displayed
NO SALES NOR QUOTA $ visible

Rankings are within the BU, Plan and Component 
Should be updated monthly
Announcement needs to be added when the rankings are updated

Territory level should be visible only if you are present in the report
Region and Area level should be visible to anyone in the BU
",,choffm12,,,,,,,,,,,,,,,,,AAKO-5029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAKO-3983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht0j7j:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH Rep Totem Ranking Report,AAKO-5029,982205,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,choffm12,choffm12,16/Jan/18 4:22 PM,18/Apr/18 3:45 PM,17/Jul/18 3:54 PM,,ETH,,ETH,,Stark,,0,Ethicon,,,,,,,"DPS ETH and CSS reports

Names should be displayed
Rank and Quota Attainment % displayed
NO SALES NOR QUOTA $ visible

Rankings are within the BU, Plan and Component 
Should be updated monthly
Announcement needs to be added when the rankings are updated

Territory level should be visible only if you are present in the report
Region and Area level should be visible to anyone in the BU
",,choffm12,,,,,,,,,,,,,,,,,AAKO-5025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAKO-3983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht0j7b:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD Elite Ranking Report - CSS,AAKO-5028,982204,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,choffm12,choffm12,16/Jan/18 4:22 PM,18/Apr/18 9:25 AM,17/Jul/18 3:54 PM,,CSS,,CSS,,Stark,,0,CSS,LastBU,,,,,,"3 reports: DPS ETH and CSS reports

Names should be displayed
Rank and Quota Attainment % displayed
NO SALES NOR QUOTA $ visible

Rankings are 50% Quota Attainment and 50% Growth ($)
Ranking criteria to be harmonized within BU's
Reps can be eligible across BU's if they are cross selling they will be eligible in both their home BU and cross selling BU
Should be updated monthly
Announcement needs to be added when the rankings are updated

Territory level should be visible only if you are present in the report
Region and Area level should be visible to anyone in the BU
",,choffm12,,,,,,,,,,,,,,,,,AAKO-5027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAKO-3983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht0j73:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD Elite Ranking Report - ETH,AAKO-5027,982203,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,choffm12,choffm12,16/Jan/18 4:21 PM,18/Apr/18 3:45 PM,17/Jul/18 3:54 PM,,ETH,,ETH,,Stark,,0,Ethicon,,,,,,,"3 reports: DPS ETH and CSS reports

Names should be displayed
Rank and Quota Attainment % displayed
NO SALES NOR QUOTA $ visible

Rankings are 50% Quota Attainment and 50% Growth ($)
Ranking criteria to be harmonized within BU's
Reps can be eligible across BU's if they are cross selling they will be eligible in both their home BU and cross selling BU
Should be updated monthly
Announcement needs to be added when the rankings are updated

Territory level should be visible only if you are present in the report
Region and Area level should be visible to anyone in the BU
",,choffm12,,,,,,,,,,,,,,,,,AAKO-5026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAKO-3983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht0j6v:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RANKING REPORT: MD Elite Ranking Report - DPS,AAKO-5026,982200,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,choffm12,choffm12,16/Jan/18 4:17 PM,18/Apr/18 10:54 AM,17/Jul/18 3:54 PM,,LastBu,,LastBu,,Mormont,,0,DPS,LastBU,,,,,,"3 reports: DPS ETH and CSS reports

Names should be displayed
Rank and Quota Attainment % displayed
NO SALES NOR QUOTA $ visible

Rankings are 50% Quota Attainment and 50% Growth ($)
Ranking criteria to be harmonized within BU's
Reps can be eligible across BU's if they are cross selling they will be eligible in both their home BU and cross selling BU
Should be updated monthly
Announcement needs to be added when the rankings are updated

Territory level should be visible only if you are present in the report
Region and Area level should be visible to anyone in the BU
",,choffm12,,,,,,,,,,,,,,,,,AAKO-5025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAKO-3983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hxpip3:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upload & Display Contest & Rankings Section on FSO Portal,AAKO-5024,981998,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,szlockie,choffm12,choffm12,16/Jan/18 4:14 PM,24/Apr/18 8:58 AM,17/Jul/18 3:54 PM,24/Apr/18 8:58 AM,Spine,,Spine,,Stark,,0,CSS,DPS,Ethicon,FirstBU,,,,"As an analyst, I want to be able to upload documents to the Contests & Rankings sections and ensure that the correct FSO visibility is reflected on the external portal side.

Contest documents uploaded by analysts and aligned based on BU and Position Code.",,choffm12,,,,,,,,0,,,14400,0,14400,,,,,,,,,,,,,,,,,,,,,,,"As an analyst, I want to be able to upload documents to the Contests & Rankings sections and ensure that the correct FSO visibility is reflected on the external portal side.

Contest documents uploaded by analysts and aligned based on BU and Position Code.",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3983,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht2w3r:,,,,,,,,,,,,,,,,Stark - Bandhavgarh.1,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
